     index            Field [G]         Intensity []

         1               1699.8   -0.647947426937331
         2               1700.2   -0.656515177793676
         3               1700.6   -0.660804875008049
         4                 1701   -0.660274752452765
         5               1701.4   -0.656043339575443
         6               1701.8   -0.651054848191716
         7               1702.2   -0.648844711798022
         8               1702.6   -0.651363094852517
         9                 1703   -0.657541520965802
        10               1703.4    -0.66414736136447
        11               1703.8   -0.668664849144989
        12               1704.2   -0.671621397930721
        13               1704.6   -0.675641361100134
        14                 1705   -0.681815971103788
        15               1705.4   -0.687304702987603
        16               1705.8   -0.687055269816483
        17               1706.2   -0.678098865690117
        18               1706.6   -0.662198815276497
        19                 1707   -0.644447602855507
        20               1707.4   -0.629427500425663
        21               1707.8   -0.618678431950684
        22               1708.2   -0.611497770383721
        23               1708.6   -0.607347260025563
        24                 1709   -0.606533657730324
        25               1709.4   -0.608435975991597
        26               1709.8   -0.610182225311291
        27               1710.2   -0.608372770351707
        28               1710.6   -0.602313535520807
        29                 1711   -0.594844011910027
        30               1711.4   -0.589682338562852
        31               1711.8   -0.588521786427009
        32               1712.2   -0.591072276023624
        33               1712.6   -0.597114198179042
        34                 1713   -0.607206848661008
        35               1713.4   -0.621015473465377
        36               1713.8   -0.635743444843683
        37               1714.2    -0.64717827867571
        38               1714.6    -0.65265275251295
        39                 1715   -0.652852226645336
        40               1715.4   -0.650502410622721
        41               1715.8   -0.647320564865367
        42               1716.2   -0.642603978179977
        43               1716.6   -0.634973486710805
        44                 1717   -0.624960653927701
        45               1717.4   -0.615166256990051
        46               1717.8   -0.608002538763685
        47               1718.2   -0.603997596954287
        48               1718.6   -0.602343826285505
        49                 1719   -0.602245795445924
        50               1719.4    -0.60326055164478
        51               1719.8   -0.605026420475042
        52               1720.2   -0.607671634061262
        53               1720.6   -0.612551673322741
        54                 1721     -0.6217073761145
        55               1721.4   -0.635846414799744
        56               1721.8   -0.652878512417374
        57               1722.2   -0.668832953102537
        58               1722.6   -0.680398018979758
        59                 1723   -0.686583773778693
        60               1723.4   -0.688160846824758
        61               1723.8    -0.68598444473173
        62               1724.2   -0.680197857633175
        63               1724.6   -0.670918306481326
        64                 1725   -0.659227254269354
        65               1725.4   -0.647119635155832
        66               1725.8   -0.636451796934125
        67               1726.2   -0.628101389287622
        68               1726.6   -0.622196778400394
        69                 1727   -0.618959729290509
        70               1727.4    -0.61904605878226
        71               1727.8   -0.622921672176744
        72               1728.2    -0.62989762223151
        73               1728.6   -0.637863769792602
        74                 1729   -0.644244294926466
        75               1729.4   -0.647659865084279
        76               1729.8   -0.648986125612282
        77               1730.2   -0.650761242912267
        78               1730.6   -0.655234286190534
        79                 1731   -0.662620218434313
        80               1731.4   -0.671049494143517
        81               1731.8   -0.678151702246396
        82               1732.2   -0.682598669409344
        83               1732.6   -0.684089676411531
        84                 1733    -0.68226564554061
        85               1733.4   -0.676453750085784
        86               1733.8   -0.666922878714104
        87               1734.2   -0.656041141010064
