     index            Field [G]         Intensity []

         1               1699.8   -0.626481683582262
         2               1700.2   -0.632055293176919
         3               1700.6   -0.640753880201226
         4                 1701   -0.653036942612926
         5               1701.4   -0.667628455753361
         6               1701.8   -0.681134540819377
         7               1702.2    -0.68939037569698
         8               1702.6   -0.689818577047932
         9                 1703   -0.682772890232253
        10               1703.4    -0.67113128980069
        11               1703.8   -0.659153427332058
        12               1704.2   -0.651280697951734
        13               1704.6   -0.650476811162662
        14                 1705   -0.656339819761342
        15               1705.4   -0.664819490426453
        16               1705.8   -0.670878920864197
        17               1706.2   -0.672347405314213
        18               1706.6   -0.671196432667784
        19                 1707   -0.670708960169577
        20               1707.4   -0.671449546585791
        21               1707.8   -0.670350305328611
        22               1708.2    -0.66378658580652
        23               1708.6   -0.651262360566761
        24                 1709   -0.636116972244054
        25               1709.4    -0.62330095822108
        26               1709.8   -0.617116194684058
        27               1710.2   -0.620636983461736
        28               1710.6   -0.635358152605477
        29                 1711   -0.659217080399685
        30               1711.4   -0.684590946933895
        31               1711.8   -0.700258916971507
        32               1712.2   -0.698038950176851
        33               1712.6   -0.678930138063151
        34                 1713   -0.652776534690929
        35               1713.4   -0.631512139916595
        36               1713.8   -0.622059736822848
        37               1714.2   -0.624310435639927
        38               1714.6   -0.633930129486544
        39                 1715    -0.64591365702654
        40               1715.4   -0.656269710343622
        41               1715.8   -0.662594519439153
        42               1716.2   -0.664754855533829
        43               1716.6   -0.664835486277298
        44                 1717   -0.665265278017614
        45               1717.4   -0.666610664637119
        46               1717.8   -0.667698058845417
        47               1718.2   -0.668001255333365
        48               1718.6    -0.66922000557679
        49                 1719    -0.67396790827479
        50               1719.4   -0.683056421556103
        51               1719.8   -0.694297876820201
        52               1720.2   -0.703703398634389
        53               1720.6   -0.707502294011647
        54                 1721   -0.703373233227467
        55               1721.4   -0.690921430636081
        56               1721.8    -0.67218206000689
        57               1722.2   -0.651907697181741
        58               1722.6   -0.636365401020157
        59                 1723   -0.630294022827002
        60               1723.4   -0.633979635487776
        61               1723.8   -0.643209497720818
        62               1724.2    -0.65247551844368
        63               1724.6   -0.658562151009392
        64                 1725   -0.661529158409394
        65               1725.4   -0.663198810027097
        66               1725.8   -0.665450758839143
        67               1726.2    -0.66954174181592
        68               1726.6   -0.675799430297047
        69                 1727   -0.683203163163853
        70               1727.4   -0.689457932960067
        71               1727.8   -0.691899932280648
        72               1728.2   -0.688504435354844
        73               1728.6   -0.678375623909233
        74                 1729   -0.662122874440684
        75               1729.4   -0.642477716384747
        76               1729.8   -0.624226583473501
        77               1730.2   -0.612313591554994
        78               1730.6   -0.608890344301471
        79                 1731   -0.611840669516823
        80               1731.4   -0.616304066381417
        81               1731.8   -0.617962517098931
        82               1732.2   -0.615504142770078
        83               1732.6    -0.61080011096783
        84                 1733   -0.607183227555652
        85               1733.4   -0.607117822655709
        86               1733.8   -0.610521822731243
        87               1734.2   -0.614671206261846
        88               1734.6   -0.615992123894102
        89                 1735    -0.61287910266401
        90               1735.4    -0.60749837297044
        91               1735.8    -0.60467165614682
        92               1736.2   -0.608063298044726
        93               1736.6   -0.616595225881611
        94                 1737   -0.624535018469032
        95               1737.4   -0.625847950213938
        96               1737.8   -0.619410338680609
        97               1738.2   -0.610433430614648
        98               1738.6    -0.60657124788122
        99                 1739   -0.612048057941138
       100               1739.4   -0.625007180700777
       101               1739.8   -0.640057962504216
       102               1740.2   -0.652904466733162
       103               1740.6   -0.662436320992128
       104                 1741   -0.669169735265314
       105               1741.4   -0.673001867522544
       106               1741.8   -0.673169479516218
       107               1742.2   -0.669948425980692
       108               1742.6   -0.665598462408525
       109                 1743   -0.663305642345222
       110               1743.4    -0.66510187597305
       111               1743.8   -0.670486044284189
       112               1744.2   -0.676702190241485
       113               1744.6   -0.680390843910573
       114                 1745   -0.679406944189395
       115               1745.4    -0.67359160513297
       116               1745.8   -0.664248027627764
       117               1746.2   -0.653117892084992
       118               1746.6   -0.641811997731565
       119                 1747   -0.631924762834387
       120               1747.4   -0.625316574682074
       121               1747.8   -0.623980253454647
       122               1748.2   -0.629357464327768
       123               1748.6   -0.641365834075259
       124                 1749   -0.657653877220582
       125               1749.4   -0.673870698999963
       126               1749.8   -0.685471396449429
       127               1750.2   -0.690207585117605
       128               1750.6   -0.689165766736551
       129                 1751   -0.685164749520482
       130               1751.4   -0.680121904581029
       131               1751.8   -0.674150517588714
       132               1752.2   -0.666833679257252
       133               1752.6   -0.658459445701737
       134                 1753   -0.649706634503673
       135               1753.4    -0.64088335341512
       136               1753.8   -0.632184186288214
       137               1754.2   -0.624435414763866
       138               1754.6   -0.619005342523451
       139                 1755   -0.616931401338661
       140               1755.4   -0.618261679868738
       141               1755.8    -0.62201069600269
       142               1756.2   -0.626579656847753
       143               1756.6   -0.630568626256718
       144                 1757   -0.633591440506279
       145               1757.4   -0.636290820497379
       146               1757.8   -0.639468749555817
       147               1758.2   -0.643386840412859
       148               1758.6   -0.648041504697176
       149                 1759   -0.653822374923038
       150               1759.4   -0.661417915900529
       151               1759.8   -0.670848195535655
       152               1760.2   -0.680645039385126
       153               1760.6   -0.688080368112423
       154                 1761   -0.690414901306212
       155               1761.4   -0.686588327516802
       156               1761.8   -0.678547484472801
       157               1762.2   -0.670976968795003
       158               1762.6   -0.668595758499578
       159                 1763   -0.672505177739367
       160               1763.4   -0.679067601740826
       161               1763.8   -0.682912180302083
       162               1764.2   -0.681180565174145
       163               1764.6   -0.674744368036045
       164                 1765   -0.665870989731047
       165               1765.4   -0.655784830007178
       166               1765.8   -0.644915738819691
       167               1766.2   -0.634832829877269
       168               1766.6   -0.628828082422842
       169                 1767   -0.629852892576309
       170               1767.4   -0.637663251429331
       171               1767.8   -0.648092830713722
       172               1768.2   -0.655340807999892
       173               1768.6   -0.655361951918167
       174                 1769    -0.64781220034638
       175               1769.4   -0.635692456562538
       176               1769.8   -0.623499517554592
       177               1770.2    -0.61496158814407
       178               1770.6   -0.611302529781824
       179                 1771   -0.611137078623869
       180               1771.4   -0.612318139174022
       181               1771.8   -0.614050654643506
       182               1772.2   -0.616958873128169
       183               1772.6   -0.621200203393528
       184                 1773   -0.625264286718448
       185               1773.4   -0.627130445958755
       186               1773.8    -0.62631172590045
       187               1774.2   -0.624382349698863
       188               1774.6   -0.623716855043313
       189                 1775   -0.625980081022135
       190               1775.4   -0.631372700314387
       191               1775.8   -0.638480927795172
       192               1776.2   -0.644633883450297
       193               1776.6   -0.647168782554218
       194                 1777   -0.645480346349359
       195               1777.4   -0.642464520569774
       196               1777.8   -0.643590126470372
       197               1778.2   -0.653373510700476
       198               1778.6   -0.671523979806807
       199                 1779   -0.692030151811196
       200               1779.4   -0.706515433266759
       201               1779.8   -0.709704472057638
       202               1780.2   -0.702890899541671
       203               1780.6   -0.692716862373345
