     index            Field [G]         Intensity []

         1     1699.79997332978   -0.695868745854626
         2     1700.19997333689   -0.690515546294561
         3       1700.599973344   -0.682253978909167
         4     1700.99997335111   -0.672640121860102
         5     1701.39997335822    -0.66393886384565
         6     1701.79997336533   -0.657886747085283
         7     1702.19997337244   -0.654728496248899
         8     1702.59997337955   -0.653872688792943
         9     1702.99997338667   -0.655305429158452
        10     1703.39997339378   -0.659400669559287
        11     1703.79997340089   -0.664972144295461
        12       1704.199973408   -0.668420926245744
        13     1704.59997341511   -0.665981841477333
        14     1704.99997342222   -0.657081144781841
        15     1705.39997342933   -0.645081271155505
        16     1705.79997343644   -0.634664763092587
        17     1706.19997344356   -0.628824257219094
        18     1706.59997345067   -0.628173687568051
        19     1706.99997345778   -0.632004003717157
        20     1707.39997346489   -0.638896897333325
        21       1707.799973472   -0.646534433071793
        22     1708.19997347911   -0.652273033636448
        23     1708.59997348622   -0.654867767174437
        24     1708.99997349333   -0.655286637251265
        25     1709.39997350044   -0.655069703243498
        26     1709.79997350756   -0.654052986174065
        27     1710.19997351467   -0.650607439871237
        28     1710.59997352178   -0.644379882040084
        29     1710.99997352889   -0.637959424828296
        30       1711.399973536   -0.634992356106522
        31     1711.79997354311   -0.636786665425461
        32     1712.19997355022   -0.641424116576673
        33     1712.59997355733   -0.646219884998573
        34     1712.99997356444   -0.650216932597687
        35     1713.39997357155   -0.653701815092063
        36     1713.79997357867   -0.655971016036347
        37     1714.19997358578   -0.654959334540763
        38     1714.59997359289   -0.649652242122102
        39         1714.9999736   -0.642225926276296
        40     1715.39997360711   -0.636967152167927
        41     1715.79997361422   -0.636841573446873
        42     1716.19997362133   -0.641127885348396
        43     1716.59997362844   -0.646188506492763
        44     1716.99997363556   -0.648393723648041
        45     1717.39997364267   -0.646660156548023
        46     1717.79997364978   -0.642845840382506
        47     1718.19997365689   -0.640175726395682
        48       1718.599973664   -0.641284192046442
        49     1718.99997367111   -0.647243191822781
        50     1719.39997367822   -0.657500796776731
        51     1719.79997368533    -0.66983963365783
        52     1720.19997369244   -0.680370237772877
        53     1720.59997369955   -0.684690705144021
        54     1720.99997370667   -0.680477698057075
        55     1721.39997371378   -0.669595121406019
        56     1721.79997372089   -0.657393611953012
        57       1722.199973728   -0.649314357062394
        58     1722.59997373511   -0.647522129336721
        59     1722.99997374222   -0.650165696031763
        60     1723.39997374933   -0.653401218936779
        61     1723.79997375644   -0.654203165868239
        62     1724.19997376355   -0.651959442977386
        63     1724.59997377067   -0.648333114331763
        64     1724.99997377778   -0.646117802709341
        65     1725.39997378489   -0.647820359270554
        66       1725.799973792   -0.654202288300439
        67     1726.19997379911    -0.66324438702577
        68     1726.59997380622   -0.670628126921656
        69     1726.99997381333   -0.672218996878655
        70     1727.39997382044   -0.667047529692354
        71     1727.79997382756    -0.65818465135817
        72     1728.19997383467   -0.650469664004049
        73     1728.59997384178   -0.646944263848127
        74     1728.99997384889   -0.647097280685557
        75       1729.399973856   -0.648307695839321
        76     1729.79997386311    -0.64882173256774
        77     1730.19997387022   -0.649289367727761
        78     1730.59997387733   -0.651735331208329
        79     1730.99997388444   -0.657653251830197
        80     1731.39997389155   -0.667250271617377
        81     1731.79997389867   -0.679759109334555
        82     1732.19997390578   -0.693615385112935
        83     1732.59997391289   -0.706506989605259
        84        1732.99997392   -0.716089879693754
        85     1733.39997392711   -0.720877058694896
        86     1733.79997393422   -0.720010794218979
        87     1734.19997394133   -0.712340614787536
        88     1734.59997394844   -0.696843639241706
        89     1734.99997395556   -0.674862816944369
        90     1735.39997396267   -0.651682211086154
        91     1735.79997396978   -0.634811815318244
        92     1736.19997397689   -0.629578392406984
        93       1736.599973984   -0.635535854329646
        94     1736.99997399111   -0.646717293384427
        95     1737.39997399822   -0.655555577315681
        96     1737.79997400533   -0.657453463929414
        97     1738.19997401244   -0.652745686711569
        98     1738.59997401956   -0.645105866562517
        99     1738.99997402667   -0.638314647403604
       100     1739.39997403378   -0.634242361978977
       101     1739.79997404089   -0.633084152301308
       102       1740.199974048   -0.634414251107955
       103     1740.59997405511   -0.637454134783184
       104     1740.99997406222   -0.640920096389891
       105     1741.39997406933   -0.643660858782823
       106     1741.79997407644   -0.645703403853986
       107     1742.19997408355   -0.648162644945842
       108     1742.59997409067    -0.65187991350831
       109     1742.99997409778   -0.656335703657533
       110     1743.39997410489   -0.659747367782984
       111       1743.799974112   -0.659812956022506
       112     1744.19997411911   -0.654654860743904
       113     1744.59997412622   -0.644116020244837
       114     1744.99997413333   -0.630817082252179
       115     1745.39997414044   -0.619511294491531
       116     1745.79997414756   -0.614383812862798
       117     1746.19997415467   -0.616168178370572
       118     1746.59997416178   -0.621603988984134
       119     1746.99997416889   -0.625922765917494
       120       1747.399974176   -0.626377433953166
       121     1747.79997418311   -0.623804540751735
       122     1748.19997419022   -0.621019184982288
       123     1748.59997419733   -0.619908619155467
       124     1748.99997420444   -0.620166032480483
       125     1749.39997421155   -0.620533746434376
       126     1749.79997421867   -0.620731649389199
       127     1750.19997422578   -0.621890069014626
       128     1750.59997423289    -0.62519621438696
       129        1750.99997424   -0.630301026190864
       130     1751.39997424711   -0.635212585009867
       131     1751.79997425422   -0.638009375281399
       132     1752.19997426133   -0.638891773000068
       133     1752.59997426844   -0.640465406504518
       134     1752.99997427556   -0.645674294777564
       135     1753.39997428267   -0.655239253115724
       136     1753.79997428978   -0.667064001827384
       137     1754.19997429689   -0.677955645347538
       138       1754.599974304    -0.68566846196336
       139     1754.99997431111   -0.689442857314134
       140     1755.39997431822   -0.689239194092806
