     index            Field [G]         Intensity []

         1               1699.8   -0.599796996473091
         2               1700.2   -0.597688153911609
         3               1700.6    -0.59644365269405
         4                 1701   -0.597897966360636
         5               1701.4   -0.604260944055313
         6               1701.8   -0.616666236538855
         7               1702.2   -0.633769497766558
         8               1702.6   -0.651709308918912
         9                 1703   -0.665474513251563
        10               1703.4   -0.670799774634856
        11               1703.8   -0.666103997187747
        12               1704.2   -0.653864542007796
        13               1704.6   -0.639976617603679
        14                 1705   -0.630446513248899
        15               1705.4   -0.627562629510066
        16               1705.8   -0.629056666810357
        17               1706.2   -0.631150734705443
        18               1706.6   -0.632358565831964
        19                 1707   -0.634274489770178
        20               1707.4   -0.639073256330448
        21               1707.8    -0.64685108960839
        22               1708.2   -0.655555407865904
        23               1708.6   -0.663043269756599
        24                 1709    -0.66864000975329
        25               1709.4   -0.672623757265683
        26               1709.8   -0.674750998834497
        27               1710.2   -0.674002845757059
        28               1710.6   -0.669994358177064
        29                 1711   -0.664157102437457
        30               1711.4   -0.658862806252728
        31               1711.8    -0.65524015185656
        32               1712.2   -0.652338178726495
        33               1712.6   -0.648746843966364
        34                 1713   -0.644539529494068
        35               1713.4   -0.640971513545082
        36               1713.8   -0.638563469881774
        37               1714.2   -0.636437427623605
        38               1714.6   -0.633807939419057
        39                 1715   -0.631399363461242
        40               1715.4   -0.630796215271403
        41               1715.8   -0.632674285669054
        42               1716.2   -0.636218204548641
        43               1716.6   -0.640232642013871
        44                 1717   -0.644235991298046
        45               1717.4   -0.648097296318156
        46               1717.8   -0.650980508813518
        47               1718.2   -0.651435975603817
        48               1718.6   -0.648906764668936
        49                 1719   -0.644823214308417
        50               1719.4   -0.641783337101515
        51               1719.8   -0.641666880357661
        52               1720.2   -0.644730840380362
        53               1720.6   -0.650299325243395
        54                 1721    -0.65765227812517
        55               1721.4   -0.665748070714471
        56               1721.8   -0.672350401066069
        57               1722.2   -0.674423869844759
        58               1722.6   -0.670416253058647
        59                 1723   -0.662433480327309
        60               1723.4   -0.655600431964558
        61               1723.8   -0.654495380200387
        62               1724.2   -0.659728275670204
        63               1724.6   -0.667702134305728
        64                 1725   -0.673370379190601
        65               1725.4   -0.673241747579596
        66               1725.8   -0.666627490791143
        67               1726.2   -0.655419057518884
        68               1726.6   -0.643338559799304
        69                 1727   -0.634575097697962
        70               1727.4   -0.631623719105846
        71               1727.8   -0.633664693748869
        72               1728.2   -0.637358751155261
        73               1728.6   -0.639827549508482
        74                 1729   -0.641138140053954
        75               1729.4   -0.643940204121463
        76               1729.8   -0.650664007072919
        77               1730.2   -0.660838791642163
        78               1730.6   -0.670718283232418
        79                 1731   -0.675293829248403
        80               1731.4   -0.671072320576059
        81               1731.8   -0.657973445559037
        82               1732.2   -0.639686115311633
        83               1732.6   -0.622439364153252
        84                 1733   -0.612378980833455
        85               1733.4   -0.612545336567564
        86               1733.8   -0.621400221149088
        87               1734.2   -0.634229143768607
        88               1734.6   -0.646424416278023
        89                 1735   -0.656008780970296
        90               1735.4   -0.663661659018544
        91               1735.8   -0.670851828159357
        92               1736.2   -0.677978958010499
        93               1736.6   -0.683869824650174
        94                 1737   -0.686731064473861
        95               1737.4   -0.685795660836447
        96               1737.8   -0.682421597011853
        97               1738.2   -0.679452069576655
        98               1738.6    -0.67892344599386
        99                 1739   -0.680112538437243
       100               1739.4   -0.680067718938517
       101               1739.8   -0.676262534339912
       102               1740.2   -0.668622604513075
       103               1740.6    -0.65898479338648
       104                 1741   -0.649046364080277
       105               1741.4   -0.639317550492706
       106               1741.8   -0.629980610960047
       107               1742.2   -0.622127718117554
       108               1742.6     -0.6175291217005
       109                 1743   -0.617094585883024
