     index            Field [G]         Intensity []

         1               1699.8     -0.6485215331785
         2               1700.2    -0.64766443225352
         3               1700.6   -0.646102063606598
         4                 1701   -0.641596770528715
         5               1701.4   -0.632995892248263
         6               1701.8   -0.622112387588347
         7               1702.2   -0.613358096808224
         8               1702.6   -0.610408544736213
         9                 1703   -0.613133227413099
        10               1703.4   -0.618166120070016
        11               1703.8    -0.62216075926699
        12               1704.2   -0.624046702941996
        13               1704.6   -0.624558040464763
        14                 1705   -0.624531356566877
        15               1705.4   -0.623912640105118
        16               1705.8   -0.621730857114017
        17               1706.2   -0.616580415546196
        18               1706.6   -0.607678655236668
        19                 1707   -0.596243052241334
        20               1707.4    -0.58579328351334
        21               1707.8   -0.580356930877315
        22               1708.2   -0.581784219517431
        23               1708.6    -0.58865802775108
        24                 1709   -0.597745552011475
        25               1709.4   -0.606394479567825
        26               1709.8   -0.613673763611587
        27               1710.2   -0.619734526626416
        28               1710.6   -0.624651768914191
        29                 1711    -0.62812505257898
        30               1711.4   -0.630162611516425
        31               1711.8   -0.631762482706108
        32               1712.2   -0.634652155255026
        33               1712.6    -0.64013234795857
        34                 1713   -0.648013734949927
        35               1713.4   -0.656641507572203
        36               1713.8   -0.663957648604992
        37               1714.2   -0.668497858314367
        38               1714.6    -0.66949958573241
        39                 1715   -0.666633296066721
        40               1715.4   -0.660287918290123
        41               1715.8   -0.652101831881737
        42               1716.2   -0.644569583637349
        43               1716.6   -0.639693379664095
        44                 1717   -0.638022151702899
        45               1717.4   -0.638769265693554
        46               1717.8   -0.640289345952624
        47               1718.2   -0.640492207581701
        48               1718.6   -0.637830636718718
        49                 1719   -0.632763615656586
        50               1719.4   -0.627973629831104
        51               1719.8    -0.62631088411581
        52               1720.2   -0.628262341211666
        53               1720.6   -0.631766455917386
        54                 1721   -0.634605398219719
        55               1721.4   -0.636647585328319
        56               1721.8   -0.639685120368085
        57               1722.2   -0.645587744358636
        58               1722.6   -0.654913332808064
        59                 1723   -0.666665795492008
        60               1723.4   -0.678363764403912
        61               1723.8   -0.686155426068581
        62               1724.2   -0.685903320365469
        63               1724.6    -0.67560216657148
        64                 1725   -0.657540862404858
        65               1725.4    -0.63782959231321
        66               1725.8   -0.622839287367242
        67               1726.2   -0.615226963622263
        68               1726.6    -0.61310227564536
        69                 1727    -0.61302693207108
        70               1727.4   -0.613776733807754
        71               1727.8   -0.617290430760477
        72               1728.2    -0.62631689709815
        73               1728.6   -0.641352738712158
        74                 1729   -0.659643832783331
        75               1729.4   -0.676810557721183
        76               1729.8   -0.689386812853627
        77               1730.2   -0.696100263507105
        78               1730.6   -0.697302967811993
        79                 1731     -0.6938804281599
        80               1731.4   -0.687060180316621
        81               1731.8   -0.678902065636066
        82               1732.2   -0.672204522328684
        83               1732.6   -0.669344539746817
        84                 1733   -0.670858560733905
        85               1733.4   -0.674834484350868
        86               1733.8    -0.67757830395567
        87               1734.2   -0.675373542268062
        88               1734.6   -0.666659273432742
        89                 1735   -0.653481442401244
        90               1735.4    -0.64097040710476
        91               1735.8   -0.634570395362971
        92               1736.2   -0.636648904808681
        93               1736.6   -0.645179078012006
        94                 1737   -0.655689500184963
        95               1737.4   -0.664634609667701
        96               1737.8   -0.671052853009314
        97               1738.2   -0.675452619492717
        98               1738.6   -0.677911088030669
        99                 1739   -0.677817509225861
       100               1739.4   -0.675271509040613
       101               1739.8   -0.672098215880396
       102               1740.2    -0.67109800032631
       103               1740.6   -0.674145652272273
       104                 1741   -0.680615027813474
       105               1741.4   -0.687109591337503
       106               1741.8   -0.688802879078139
       107               1742.2   -0.682029075549508
       108               1742.6   -0.666812635303359
       109                 1743    -0.64753320824093
       110               1743.4   -0.630862290483492
       111               1743.8   -0.622022914591071
       112               1744.2   -0.621781952024321
       113               1744.6   -0.626314831555646
       114                 1745   -0.630205547335208
       115               1745.4   -0.630423482725746
       116               1745.8   -0.628094493833487
       117               1746.2   -0.626692904021183
       118               1746.6   -0.628612096479628
       119                 1747   -0.633398764235608
       120               1747.4   -0.638763188850135
       121               1747.8   -0.642594432218175
       122               1748.2   -0.643958428605401
       123               1748.6   -0.642948861604964
       124                 1749   -0.640387230785564
       125               1749.4   -0.637734451061988
       126               1749.8   -0.636746438220143
       127               1750.2    -0.63867250806652
       128               1750.6   -0.643597151291033
       129                 1751   -0.650587381685909
       130               1751.4   -0.658417436810851
       131               1751.8   -0.665991145164298
       132               1752.2   -0.672163310540782
       133               1752.6    -0.67568034773285
       134                 1753   -0.675842248507251
       135               1753.4   -0.673287238343619
       136               1753.8   -0.669747934647603
       137               1754.2   -0.666687170050864
       138               1754.6   -0.664202324231155
       139                 1755   -0.661535936924338
       140               1755.4   -0.658705893700244
       141               1755.8   -0.657290370189003
       142               1756.2   -0.659248512849445
       143               1756.6   -0.664900801129988
       144                 1757   -0.672155070191366
       145               1757.4   -0.677814678892901
       146               1757.8   -0.679847388244525
       147               1758.2   -0.678622393665137
       148               1758.6   -0.676065077299427
       149                 1759   -0.673732433941041
       150               1759.4   -0.671861637034453
       151               1759.8   -0.670058325806167
       152               1760.2   -0.668201622203924
       153               1760.6   -0.666266033731517
       154                 1761   -0.663749096180254
       155               1761.4   -0.660078838744084
       156               1761.8   -0.655714417924173
       157               1762.2   -0.652251898070972
       158               1762.6   -0.650956277204386
       159                 1763   -0.651380636001704
       160               1763.4   -0.651952452011756
       161               1763.8   -0.651994880652637
       162               1764.2   -0.652651076918119
       163               1764.6   -0.655373813206097
       164                 1765   -0.659645274041395
       165               1765.4   -0.662651456921594
       166               1765.8   -0.661574701429345
       167               1766.2   -0.656414905242855
       168               1766.6   -0.650542175368173
       169                 1767   -0.648101782229787
       170               1767.4   -0.650372682597663
       171               1767.8   -0.654501760167477
       172               1768.2   -0.655983828495664
       173               1768.6   -0.652555296968785
       174                 1769   -0.645798945246497
       175               1769.4   -0.639267658436438
       176               1769.8   -0.635405283246655
       177               1770.2   -0.634194081772876
       178               1770.6   -0.634058599760465
       179                 1771    -0.63329612097732
       180               1771.4   -0.630730846256483
       181               1771.8   -0.626127848830947
       182               1772.2   -0.620977065889747
       183               1772.6    -0.61852198561246
       184                 1773   -0.621822270462872
       185               1773.4   -0.631228304235265
       186               1773.8   -0.644034801560338
       187               1774.2   -0.656670420248702
       188               1774.6   -0.666855774819851
       189                 1775   -0.673782609454065
       190               1775.4   -0.677162386920827
       191               1775.8   -0.676862466687453
       192               1776.2   -0.673247617247398
       193               1776.6   -0.667228405138303
       194                 1777   -0.659858759798226
       195               1777.4   -0.652320756089466
       196               1777.8    -0.64645746415772
       197               1778.2   -0.644703356978425
       198               1778.6   -0.648633332682948
       199                 1779   -0.657319648758858
       200               1779.4   -0.667466934261029
       201               1779.8   -0.675409439681971
       202               1780.2   -0.678893260002951
       203               1780.6   -0.677139925894153
       204                 1781   -0.670070450658386
       205               1781.4   -0.658279036651948
       206               1781.8   -0.643656415013538
       207               1782.2   -0.629298260981159
       208               1782.6   -0.618290915866964
       209                 1783   -0.612517858113279
       210               1783.4   -0.612553546008712
       211               1783.8   -0.618257027992513
       212               1784.2   -0.628897115442669
       213               1784.6   -0.642570964366314
       214                 1785   -0.656003376054286
       215               1785.4   -0.665621406929858
       216               1785.8   -0.669250662169361
       217               1786.2   -0.666942343530536
       218               1786.6   -0.660381638037506
       219                 1787   -0.651748223375762
       220               1787.4   -0.643080984445987
       221               1787.8   -0.636185850446054
       222               1788.2   -0.632388712321699
       223               1788.6   -0.631929090712219
       224                 1789   -0.633767157800321
       225               1789.4   -0.636494415935886
       226               1789.8   -0.639697621103551
       227               1790.2   -0.644223927258281
       228               1790.6   -0.650732959191373
       229                 1791   -0.657826212169311
       230               1791.4   -0.661818506283453
       231               1791.8   -0.658941933259484
       232               1792.2   -0.648513050437032
       233               1792.6   -0.634383867189172
       234                 1793    -0.62315476519143
       235               1793.4   -0.620347770978697
       236               1793.8    -0.62747137441329
       237               1794.2   -0.641920562156884
       238               1794.6   -0.659072633985488
       239                 1795   -0.674489990859001
       240               1795.4   -0.684981313272147
       241               1795.8    -0.68886772148835
       242               1796.2   -0.686164934515546
       243               1796.6   -0.678583247339702
       244                 1797    -0.66885497423209
       245               1797.4   -0.659551773729618
       246               1797.8   -0.652153498522239
       247               1798.2   -0.646796566368721
       248               1798.6    -0.64259333650989
       249                 1799   -0.638495364488335
       250               1799.4    -0.63462690426968
       251               1799.8   -0.633081563159067
       252               1800.2   -0.636730866375729
       253               1800.6   -0.646337876241887
       254                 1801   -0.658747445733752
       255               1801.4   -0.668631451211695
       256               1801.8   -0.672678688519227
       257               1802.2   -0.672197356107063
       258               1802.6   -0.671494958660332
       259                 1803   -0.673709213835537
       260               1803.4   -0.678163900018262
       261               1803.8   -0.681390699202893
       262               1804.2   -0.680264626709686
       263               1804.6   -0.674277473975962
       264                 1805   -0.665548776218202
       265               1805.4   -0.657250952135655
       266               1805.8   -0.651818409220141
       267               1806.2     -0.6499529141729
       268               1806.6   -0.650796349254961
       269                 1807   -0.652940330175625
       270               1807.4   -0.655560155515559
       271               1807.8   -0.659104292783013
       272               1808.2   -0.665131070432835
       273               1808.6     -0.6750366834749
       274                 1809   -0.688303982387879
       275               1809.4   -0.701954543459578
       276               1809.8   -0.712197971181013
       277               1810.2   -0.716904417859041
       278               1810.6   -0.716390865934954
       279                 1811   -0.711930343146378
       280               1811.4   -0.704148840697599
       281               1811.8   -0.693457864421362
       282               1812.2    -0.68174043171166
       283               1812.6    -0.67250031956064
       284                 1813   -0.668417728949862
       285               1813.4   -0.668603247271676
       286               1813.8    -0.66860322636785
       287               1814.2   -0.663616353274847
       288               1814.6   -0.652390852068493
       289                 1815   -0.638531801334466
       290               1815.4   -0.627850756914995
       291               1815.8   -0.623703303135699
       292               1816.2   -0.624393157486338
       293               1816.6   -0.625130158674438
       294                 1817   -0.622640824440168
       295               1817.4   -0.617948365121265
       296               1817.8   -0.614987721797661
       297               1818.2   -0.616965500557853
       298               1818.6   -0.624000426738348
       299                 1819   -0.633605541261204
       300               1819.4   -0.642924202431459
       301               1819.8   -0.650711331043567
       302               1820.2    -0.65767896980833
       303               1820.6   -0.665065007880912
       304                 1821   -0.672632507150411
       305               1821.4   -0.677892153653374
       306               1821.8   -0.677325754382764
       307               1822.2   -0.668620846401609
       308               1822.6   -0.652266901008261
       309                 1823   -0.631657300189545
       310               1823.4   -0.611775512814347
       311               1823.8   -0.596994339990488
       312               1824.2   -0.589072804534226
       313               1824.6   -0.586881671762967
       314                 1825   -0.588390601325955
       315               1825.4   -0.593192655687744
       316               1825.8   -0.602918963719276
       317               1826.2   -0.618923932321195
       318               1826.6   -0.639525792874338
       319                 1827   -0.659602756393724
       320               1827.4   -0.673104821798916
       321               1827.8   -0.676554377234424
       322               1828.2   -0.671043031237787
       323               1828.6   -0.661557851737598
       324                 1829   -0.654224607489596
       325               1829.4   -0.653018723904097
       326               1829.8     -0.6576077113059
       327               1830.2    -0.66365824395325
       328               1830.6   -0.665869382748497
       329                 1831   -0.661942253478628
       330               1831.4   -0.654250946427055
       331               1831.8   -0.647429080025177
       332               1832.2   -0.643892753381806
       333               1832.6   -0.641651687350532
       334                 1833   -0.636730692582205
       335               1833.4   -0.627863306071959
       336               1833.8   -0.618637260762625
       337               1834.2    -0.61477360506251
       338               1834.6    -0.61927210813883
       339                 1835   -0.630327063772711
       340               1835.4   -0.643725774607447
       341               1835.8    -0.65650118047779
       342               1836.2    -0.66768187317939
       343               1836.6   -0.676041476559476
       344                 1837   -0.678665945481043
       345               1837.4   -0.673019264351751
       346               1837.8    -0.66044217551098
       347               1838.2   -0.646661134087481
       348               1838.6   -0.637969317649549
       349                 1839   -0.636604011830059
       350               1839.4    -0.63973426927987
       351               1839.8   -0.642610071197851
       352               1840.2   -0.642489200399723
       353               1840.6   -0.639954303398554
       354                 1841   -0.637264225610124
       355               1841.4   -0.635944456145808
       356               1841.8   -0.635917993633484
       357               1842.2   -0.636595745367231
       358               1842.6   -0.638323566112376
       359                 1843   -0.642365152969433
       360               1843.4    -0.64946850908018
       361               1843.8    -0.65879390907503
       362               1844.2   -0.668384316166339
       363               1844.6    -0.67640118124109
       364                 1845   -0.681758375758363
       365               1845.4   -0.684026674411143
       366               1845.8   -0.683401085014339
       367               1846.2   -0.680868660892884
       368               1846.6   -0.677811259905866
       369                 1847   -0.674791200697655
       370               1847.4   -0.670695815140789
       371               1847.8   -0.663684080958774
       372               1848.2   -0.653615154755244
       373               1848.6   -0.643609006387123
       374                 1849   -0.638617932054331
       375               1849.4   -0.641605503158644
       376               1849.8   -0.650561279304384
       377               1850.2   -0.659348635650531
       378               1850.6   -0.662115279294085
       379                 1851   -0.657551927673921
       380               1851.4   -0.649211454969191
       381               1851.8   -0.641902413248317
       382               1852.2   -0.637928770840517
       383               1852.6   -0.636444170981122
       384                 1853   -0.635422531202494
       385               1853.4   -0.633599764187238
       386               1853.8   -0.631051151358406
       387               1854.2   -0.628844836348435
       388               1854.6    -0.62826108947047
       389                 1855   -0.629819351335755
       390               1855.4   -0.632884808022936
       391               1855.8   -0.636436949011113
       392               1856.2   -0.640130538522499
       393               1856.6   -0.644249866403698
       394                 1857   -0.648706623425824
       395               1857.4     -0.6526161926231
       396               1857.8   -0.655071882814809
       397               1858.2   -0.655969677398389
       398               1858.6   -0.655806165123067
       399                 1859   -0.655018867844774
       400               1859.4   -0.654050842713332
       401               1859.8   -0.654004692558374
       402               1860.2   -0.656542973432806
       403               1860.6   -0.662518487733905
       404                 1861   -0.670696938635956
       405               1861.4   -0.678156483845669
       406               1861.8   -0.681914180393505
       407               1862.2   -0.679883105178305
       408               1862.6   -0.670704821146501
       409                 1863   -0.654106723442965
       410               1863.4   -0.632553832976555
       411               1863.8   -0.612111163245572
       412               1864.2   -0.600128175829013
       413               1864.6   -0.600678568604053
       414                 1865   -0.611579846721725
       415               1865.4    -0.62572017738421
       416               1865.8   -0.635565312761173
       417               1866.2   -0.637201806421217
       418               1866.6   -0.631388332920324
       419                 1867   -0.622087232426566
       420               1867.4   -0.614384908112697
       421               1867.8   -0.612710486653668
       422               1868.2   -0.619217286344792
       423               1868.6   -0.632793616314302
       424                 1869   -0.649830675974954
       425               1869.4   -0.666636499889137
       426               1869.8   -0.681513020012062
       427               1870.2   -0.694716994461487
       428               1870.6   -0.706715477899706
       429                 1871   -0.716671749330999
       430               1871.4   -0.722550623511779
       431               1871.8   -0.722589447374048
       432               1872.2   -0.716636237535567
       433               1872.6   -0.706042255638749
       434                 1873    -0.69251408486889
       435               1873.4   -0.677700409534737
       436               1873.8   -0.664107664597395
       437               1874.2    -0.65551116586721
       438               1874.6   -0.655127084130072
       439                 1875   -0.662805548585311
       440               1875.4   -0.674330914138409
       441               1875.8    -0.68402331557445
       442               1876.2   -0.688565510412445
       443               1876.6   -0.688889796481817
       444                 1877   -0.688708512519952
       445               1877.4   -0.690993250398606
       446               1877.8   -0.695295922618243
       447               1878.2   -0.698128700685629
       448               1878.6   -0.696081801048422
       449                 1879   -0.688973362470279
       450               1879.4   -0.680276703860727
       451               1879.8   -0.674505772112752
       452               1880.2   -0.673916548927082
       453               1880.6   -0.677324533789943
       454                 1881   -0.681720606808085
       455               1881.4   -0.684812147497723
       456               1881.8   -0.686151136978879
       457               1882.2   -0.686422611630405
       458               1882.6   -0.686372409109026
       459                 1883    -0.68655142091302
       460               1883.4   -0.687382398406044
       461               1883.8   -0.688632020086516
       462               1884.2   -0.688724040337547
       463               1884.6   -0.685191148906597
       464                 1885   -0.676456312779919
       465               1885.4   -0.663574724610953
       466               1885.8   -0.650526791680022
       467               1886.2   -0.642739748298482
       468               1886.6   -0.644347411885974
       469                 1887   -0.655336846051796
       470               1887.4   -0.670564315871161
       471               1887.8   -0.682276769723103
       472               1888.2   -0.685038167284802
       473               1888.6   -0.679110249053338
       474                 1889   -0.669247036843444
       475               1889.4     -0.6603266179809
       476               1889.8   -0.654259708317113
       477               1890.2   -0.650661667306849
       478               1890.6   -0.649389719204919
       479                 1891   -0.651398154259368
       480               1891.4   -0.656943449779646
       481               1891.8     -0.6636157509638
       482               1892.2    -0.66704279746773
       483               1892.6   -0.664126515024691
       484                 1893   -0.655735666696273
       485               1893.4   -0.646125751591171
       486               1893.8   -0.639529487969412
       487               1894.2   -0.636981932570052
       488               1894.6   -0.636079301359132
       489                 1895   -0.633675817312906
       490               1895.4   -0.628998680542281
       491               1895.8   -0.624390409815533
       492               1896.2   -0.623080521581869
       493               1896.6   -0.626096646541555
       494                 1897   -0.631112543487689
       495               1897.4   -0.634153810722637
       496               1897.8   -0.632593297959829
       497               1898.2   -0.626984178634302
       498               1898.6   -0.620518268668093
       499                 1899   -0.616978939848195
       500               1899.4   -0.618945674228598
       501               1899.8   -0.626936923465109
       502               1900.2   -0.638968496918096
       503               1900.6   -0.650586183815903
       504                 1901   -0.656430493436346
       505               1901.4   -0.653235690042493
       506               1901.8    -0.64196969740442
       507               1902.2   -0.627083671395667
       508               1902.6   -0.613637269823812
       509                 1903   -0.604843832188635
       510               1903.4   -0.601575245455024
       511               1903.8   -0.603396100785176
       512               1904.2    -0.60975338848948
       513               1904.6   -0.620242908182263
       514                 1905   -0.633921892294893
       515               1905.4   -0.648693740738963
       516               1905.8   -0.661735469540872
       517               1906.2   -0.670692988031078
       518               1906.6   -0.674539021703822
       519                 1907   -0.673580562026473
       520               1907.4   -0.668980603135424
       521               1907.8   -0.662154137928155
       522               1908.2   -0.654180988356529
       523               1908.6     -0.6456921068675
       524                 1909   -0.637622335823835
       525               1909.4   -0.632079624105245
       526               1909.8   -0.631822315765021
       527               1910.2    -0.63810578459379
       528               1910.6   -0.648826703130908
       529                 1911   -0.659156923320552
       530               1911.4    -0.66456383124023
       531               1911.8   -0.663747171754949
       532               1912.2   -0.659110467968276
       533               1912.6   -0.654635118393344
       534                 1913   -0.653095195222704
       535               1913.4   -0.654760810917651
       536               1913.8   -0.658299601156614
       537               1914.2    -0.66280137126887
       538               1914.6   -0.668982858318486
       539                 1915   -0.678309830836952
       540               1915.4   -0.690650540374918
       541               1915.8   -0.702716801744828
       542               1916.2   -0.709250947977125
       543               1916.6   -0.706486007751664
       544                 1917   -0.695066717591544
       545               1917.4   -0.679912023231736
       546               1917.8   -0.667156962139416
       547               1918.2   -0.660582725220593
       548               1918.6   -0.659955813163833
       549                 1919    -0.66199534626503
       550               1919.4   -0.662859722899157
       551               1919.8   -0.660341855043953
       552               1920.2   -0.654712811192439
       553               1920.6   -0.648389996211336
       554                 1921   -0.644976887997473
       555               1921.4   -0.647786259367422
       556               1921.8   -0.658025578617526
       557               1922.2   -0.673682325745176
       558               1922.6   -0.690309061195876
       559                 1923    -0.70340604687226
       560               1923.4   -0.710461294584093
       561               1923.8   -0.711144468019484
       562               1924.2   -0.706218597624684
       563               1924.6   -0.696753119817004
       564                 1925   -0.684158295836824
       565               1925.4   -0.670306720523513
       566               1925.8   -0.657232422505331
       567               1926.2   -0.646773703287181
       568               1926.6   -0.640524025693594
       569                 1927   -0.639743352970982
       570               1927.4   -0.644779935464612
       571               1927.8   -0.654380662301264
       572               1928.2   -0.665820891721523
       573               1928.6   -0.676109651350998
       574                 1929    -0.68339352485782
       575               1929.4   -0.687470922835928
       576               1929.8   -0.689118566253455
       577               1930.2     -0.6887840917625
       578               1930.6   -0.685607358267589
       579                 1931   -0.677673618534754
       580               1931.4   -0.663705630104232
       581               1931.8   -0.645183566593914
       582               1932.2   -0.627076756114548
       583               1932.6   -0.616033830781817
       584                 1933   -0.616871545222239
       585               1933.4   -0.629812120329007
       586               1933.8   -0.650394224234333
       587               1934.2   -0.671809686136839
       588               1934.6   -0.687967442361696
       589                 1935   -0.695912434675847
       590               1935.4   -0.696913382809726
       591               1935.8   -0.695576447578787
       592               1936.2    -0.69688620280067
       593               1936.6   -0.702787159731088
       594                 1937   -0.710914265713654
       595               1937.4   -0.716530053156021
       596               1937.8    -0.71594780976011
       597               1938.2   -0.708664020254218
       598               1938.6   -0.696938282970223
       599                 1939   -0.683761364351085
       600               1939.4   -0.671032640093472
       601               1939.8   -0.659104596888938
       602               1940.2   -0.647631260515482
       603               1940.6   -0.636765034127166
       604                 1941   -0.627619555518322
       605               1941.4   -0.621636362709978
       606               1941.8   -0.619525465728657
       607               1942.2   -0.620803794139647
       608               1942.6   -0.624287886268576
       609                 1943   -0.629030374788272
       610               1943.4    -0.63497273500252
       611               1943.8   -0.642870747535198
       612               1944.2   -0.653383421253238
       613               1944.6   -0.665708185028052
       614                 1945   -0.676829358271789
       615               1945.4   -0.682541223810404
       616               1945.8   -0.680167996652017
       617               1946.2   -0.671057586609095
       618               1946.6   -0.660466138855554
       619                 1947    -0.65441513749829
       620               1947.4   -0.655835875579214
       621               1947.8   -0.662991765973857
       622               1948.2   -0.671165976498742
       623               1948.6   -0.676078266784316
       624                 1949   -0.676552153163357
       625               1949.4   -0.674795887505752
       626               1949.8   -0.674410875515605
       627               1950.2   -0.677746544497495
       628               1950.6   -0.684351362702728
